Order Date,Product ID,Product Name,Category,Sales,Quantity,Discount,Segment,Region
2024-05-26,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Corporate,West
2024-05-27,P-0010,Sticky Notes,Food & Beverage,1295.91,11,0.0,Corporate,East
2024-05-28,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Home Office,East
2024-05-30,P-0010,Sticky Notes,Food & Beverage,848.23,8,0.1,Consumer,East
2024-05-31,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Consumer,North
2024-06-01,P-0010,Sticky Notes,Food & Beverage,1295.91,11,0.0,Home Office,North
2024-06-02,P-0010,Sticky Notes,Food & Beverage,636.17,6,0.1,Consumer,South
2024-06-03,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Home Office,West
2024-06-07,P-0010,Sticky Notes,Food & Beverage,942.48,8,0.0,Corporate,East
2024-06-08,P-0010,Sticky Notes,Food & Beverage,1413.72,12,0.0,Corporate,South
2024-06-09,P-0010,Sticky Notes,Food & Beverage,753.98,8,0.2,Consumer,North
2024-06-10,P-0010,Sticky Notes,Food & Beverage,1101.52,11,0.15,Consumer,North
2024-06-14,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Corporate,East
2024-06-15,P-0010,Sticky Notes,Food & Beverage,1295.91,11,0.0,Consumer,Central
2024-06-16,P-0010,Sticky Notes,Food & Beverage,1178.1,10,0.0,Consumer,South
2024-06-17,P-0010,Sticky Notes,Food & Beverage,1130.98,12,0.2,Home Office,North
2024-06-18,P-0010,Sticky Notes,Food & Beverage,1060.29,10,0.1,Consumer,South
2024-06-20,P-0010,Sticky Notes,Food & Beverage,1060.29,10,0.1,Home Office,West
2024-06-21,P-0010,Sticky Notes,Food & Beverage,942.48,8,0.0,Corporate,West
2024-06-22,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Consumer,Central
2024-06-23,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Corporate,North
2024-06-24,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Home Office,East
2024-06-25,P-0010,Sticky Notes,Food & Beverage,1413.72,12,0.0,Consumer,East
2024-06-26,P-0010,Sticky Notes,Food & Beverage,848.23,8,0.1,Consumer,South
2024-06-28,P-0010,Sticky Notes,Food & Beverage,1060.29,9,0.0,Corporate,Central
2024-06-29,P-0010,Sticky Notes,Food & Beverage,1130.98,12,0.2,Corporate,North
2024-06-30,P-0010,Sticky Notes,Food & Beverage,1295.91,11,0.0,Home Office,South
2023-07-01,P-0011,Office Chair,Technology,3670.04,20,0.05,Consumer,West
2023-07-03,P-0011,Office Chair,Technology,3670.04,19,0.0,Corporate,West
2023-07-04,P-0011,Office Chair,Technology,3476.88,18,0.0,Consumer,East
2023-07-06,P-0011,Office Chair,Technology,3476.88,18,0.0,Home Office,South
2023-07-10,P-0011,Office Chair,Technology,3476.88,18,0.0,Home Office,West
2023-07-11,P-0011,Office Chair,Technology,3283.72,17,0.0,Corporate,North
2023-07-14,P-0011,Office Chair,Technology,4056.36,21,0.0,Corporate,East
2023-07-15,P-0011,Office Chair,Technology,3090.56,16,0.0,Corporate,South
2023-07-17,P-0011,Office Chair,Technology,3476.88,18,0.0,Home Office,Central
2023-07-18,P-0011,Office Chair,Technology,2752.53,15,0.05,Consumer,West
2023-07-19,P-0011,Office Chair,Technology,3486.54,19,0.05,Consumer,West
2023-07-20,P-0011,Office Chair,Technology,3476.88,18,0.0,Home Office,South
2023-07-23,P-0011,Office Chair,Technology,2791.16,17,0.15,Corporate,East
2023-07-25,P-0011,Office Chair,Technology,3670.04,19,0.0,Consumer,North
2023-07-27,P-0011,Office Chair,Technology,2936.03,16,0.05,Consumer,East
2023-07-28,P-0011,Office Chair,Technology,3283.72,17,0.0,Consumer,East
2023-07-31,P-0011,Office Chair,Technology,2704.24,14,0.0,Corporate,North
2023-08-02,P-0011,Office Chair,Technology,2607.66,15,0.1,Consumer,West
2023-08-04,P-0011,Office Chair,Technology,3476.88,18,0.0,Consumer,South
2023-08-05,P-0011,Office Chair,Technology,2472.45,16,0.2,Consumer,Central
2023-08-06,P-0011,Office Chair,Technology,3670.04,19,0.0,Consumer,West
2023-08-07,P-0011,Office Chair,Technology,2173.05,15,0.25,Corporate,East
2023-08-09,P-0011,Office Chair,Technology,2781.5,16,0.1,Consumer,West
2023-08-10,P-0011,Office Chair,Technology,3670.04,19,0.0,Consumer,East
2023-08-11,P-0011,Office Chair,Technology,2134.42,13,0.15,Home Office,West
2023-08-13,P-0011,Office Chair,Technology,3283.72,17,0.0,Consumer,East
2023-08-14,P-0011,Office Chair,Technology,3090.56,16,0.0,Corporate,North
2023-08-15,P-0011,Office Chair,Technology,2897.4,15,0.0,Home Office,East
2023-08-16,P-0011,Office Chair,Technology,3303.04,18,0.05,Home Office,Central
2023-08-17,P-0011,Office Chair,Technology,2791.16,17,0.15,Corporate,Central
2023-08-19,P-0011,Office Chair,Technology,2008.86,13,0.2,Corporate,Central
2023-08-21,P-0011,Office Chair,Technology,2607.66,15,0.1,Corporate,West
2023-08-22,P-0011,Office Chair,Technology,2704.24,14,0.0,Corporate,West
2023-08-23,P-0011,Office Chair,Technology,2511.08,13,0.0,Corporate,South
2023-08-24,P-0011,Office Chair,Technology,1912.28,11,0.1,Consumer,Central
2023-08-25,P-0011,Office Chair,Technology,2317.92,15,0.2,Corporate,West
2023-08-27,P-0011,Office Chair,Technology,2018.52,11,0.05,Corporate,Central
2023-08-28,P-0011,Office Chair,Technology,3090.56,16,0.0,Home Office,Central
2023-08-29,P-0011,Office Chair,Technology,1738.44,12,0.25,Consumer,North
2023-08-30,P-0011,Office Chair,Technology,2028.18,14,0.25,Home Office,North
2023-08-31,P-0011,Office Chair,Technology,1931.6,10,0.0,Corporate,South
2023-09-01,P-0011,Office Chair,Technology,2897.4,15,0.0,Corporate,East
2023-09-02,P-0011,Office Chair,Technology,1477.67,9,0.15,Corporate,East
2023-09-03,P-0011,Office Chair,Technology,2897.4,15,0.0,Home Office,West
2023-09-04,P-0011,Office Chair,Technology,2936.03,16,0.05,Consumer,West
2023-09-05,P-0011,Office Chair,Technology,2008.86,13,0.2,Consumer,South
2023-09-07,P-0011,Office Chair,Technology,2298.6,14,0.15,Consumer,West
2023-09-08,P-0011,Office Chair,Technology,1835.02,10,0.05,Consumer,West
2023-09-10,P-0011,Office Chair,Technology,1738.44,10,0.1,Home Office,East
2023-09-11,P-0011,Office Chair,Technology,2124.76,11,0.0,Consumer,East
2023-09-12,P-0011,Office Chair,Technology,2511.08,13,0.0,Corporate,South
2023-09-13,P-0011,Office Chair,Technology,2317.92,12,0.0,Consumer,South
2023-09-15,P-0011,Office Chair,Technology,2752.53,15,0.05,Corporate,South
2023-09-17,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,West
2023-09-19,P-0011,Office Chair,Technology,1641.86,10,0.15,Corporate,West
2023-09-20,P-0011,Office Chair,Technology,2008.86,13,0.2,Corporate,South
2023-09-21,P-0011,Office Chair,Technology,2472.45,16,0.2,Consumer,Central
2023-09-22,P-0011,Office Chair,Technology,1738.44,9,0.0,Consumer,Central
2023-09-23,P-0011,Office Chair,Technology,1477.67,9,0.15,Home Office,South
2023-09-25,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,East
2023-09-28,P-0011,Office Chair,Technology,3090.56,16,0.0,Consumer,West
2023-09-29,P-0011,Office Chair,Technology,1545.28,8,0.0,Home Office,Central
2023-10-01,P-0011,Office Chair,Technology,3090.56,16,0.0,Home Office,South
2023-10-02,P-0011,Office Chair,Technology,1931.6,10,0.0,Corporate,North
2023-10-04,P-0011,Office Chair,Technology,1931.6,10,0.0,Corporate,South
2023-10-05,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,East
2023-10-06,P-0011,Office Chair,Technology,2317.92,12,0.0,Home Office,South
2023-10-07,P-0011,Office Chair,Technology,2124.76,11,0.0,Corporate,East
2023-10-08,P-0011,Office Chair,Technology,2163.39,14,0.2,Consumer,South
2023-10-09,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,East
2023-10-11,P-0011,Office Chair,Technology,1545.28,8,0.0,Corporate,East
2023-10-12,P-0011,Office Chair,Technology,2511.08,13,0.0,Home Office,Central
2023-10-13,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,South
2023-10-14,P-0011,Office Chair,Technology,1545.28,8,0.0,Home Office,South
2023-10-15,P-0011,Office Chair,Technology,1651.52,9,0.05,Home Office,East
2023-10-20,P-0011,Office Chair,Technology,2124.76,11,0.0,Consumer,West
2023-10-21,P-0011,Office Chair,Technology,1931.6,10,0.0,Consumer,East
2023-10-22,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,South
2023-10-24,P-0011,Office Chair,Technology,2202.02,12,0.05,Home Office,South
2023-10-26,P-0011,Office Chair,Technology,2317.92,12,0.0,Consumer,West
2023-10-27,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,East
2023-10-28,P-0011,Office Chair,Technology,1390.75,9,0.2,Consumer,West
2023-10-29,P-0011,Office Chair,Technology,1912.28,11,0.1,Consumer,Central
2023-11-01,P-0011,Office Chair,Technology,1593.57,11,0.25,Consumer,Central
2023-11-02,P-0011,Office Chair,Technology,1738.44,9,0.0,Corporate,West
2023-11-03,P-0011,Office Chair,Technology,1352.12,7,0.0,Consumer,West
2023-11-04,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,East
2023-11-06,P-0011,Office Chair,Technology,1545.28,8,0.0,Corporate,West
2023-11-07,P-0011,Office Chair,Technology,1477.67,9,0.15,Corporate,North
2023-11-08,P-0011,Office Chair,Technology,1545.28,8,0.0,Corporate,South
2023-11-11,P-0011,Office Chair,Technology,1545.28,8,0.0,Corporate,West
2023-11-12,P-0011,Office Chair,Technology,1158.96,6,0.0,Corporate,South
2023-11-14,P-0011,Office Chair,Technology,1545.28,10,0.2,Home Office,Central
2023-11-15,P-0011,Office Chair,Technology,1158.96,8,0.25,Home Office,East
2023-11-16,P-0011,Office Chair,Technology,1448.7,10,0.25,Home Office,North
2023-11-17,P-0011,Office Chair,Technology,1158.96,6,0.0,Home Office,South
2023-11-19,P-0011,Office Chair,Technology,1545.28,8,0.0,Corporate,South
2023-11-21,P-0011,Office Chair,Technology,1738.44,12,0.25,Consumer,West
2023-11-22,P-0011,Office Chair,Technology,2018.52,11,0.05,Corporate,South
2023-11-26,P-0011,Office Chair,Technology,1835.02,10,0.05,Corporate,West
2023-11-27,P-0011,Office Chair,Technology,1931.6,10,0.0,Consumer,South
2023-11-28,P-0011,Office Chair,Technology,1236.22,8,0.2,Consumer,Central
2023-11-29,P-0011,Office Chair,Technology,1352.12,7,0.0,Consumer,North
2023-12-01,P-0011,Office Chair,Technology,2124.76,11,0.0,Corporate,Central
2023-12-02,P-0011,Office Chair,Technology,1931.6,10,0.0,Consumer,South
2023-12-05,P-0011,Office Chair,Technology,1931.6,10,0.0,Corporate,North
2023-12-07,P-0011,Office Chair,Technology,1699.81,11,0.2,Consumer,South
2023-12-09,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,Central
2023-12-10,P-0011,Office Chair,Technology,2202.02,12,0.05,Consumer,Central
2023-12-11,P-0011,Office Chair,Technology,2317.92,12,0.0,Home Office,West
2023-12-12,P-0011,Office Chair,Technology,1641.86,10,0.15,Consumer,North
2023-12-13,P-0011,Office Chair,Technology,2511.08,13,0.0,Corporate,South
2023-12-16,P-0011,Office Chair,Technology,2018.52,11,0.05,Corporate,Central
2023-12-17,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,West
2023-12-20,P-0011,Office Chair,Technology,2317.92,12,0.0,Home Office,South
2023-12-21,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,West
2023-12-25,P-0011,Office Chair,Technology,2134.42,13,0.15,Consumer,West
2023-12-26,P-0011,Office Chair,Technology,1835.02,10,0.05,Consumer,South
2023-12-27,P-0011,Office Chair,Technology,2298.6,14,0.15,Corporate,East
2023-12-28,P-0011,Office Chair,Technology,2385.53,13,0.05,Home Office,South
2023-12-29,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,West
2023-12-30,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,West
2023-12-31,P-0011,Office Chair,Technology,2134.42,13,0.15,Corporate,North
2024-01-01,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,Central
2024-01-03,P-0011,Office Chair,Technology,1236.22,8,0.2,Consumer,North
2024-01-04,P-0011,Office Chair,Technology,2124.76,11,0.0,Home Office,East
2024-01-06,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,East
2024-01-07,P-0011,Office Chair,Technology,2124.76,11,0.0,Consumer,South
2024-01-08,P-0011,Office Chair,Technology,1931.6,10,0.0,Corporate,Central
2024-01-11,P-0011,Office Chair,Technology,1931.6,10,0.0,Home Office,West
2024-01-12,P-0011,Office Chair,Technology,2511.08,13,0.0,Corporate,South
2024-01-13,P-0011,Office Chair,Technology,1970.23,12,0.15,Corporate,South
2024-01-14,P-0011,Office Chair,Technology,3090.56,16,0.0,Consumer,South
2024-01-15,P-0011,Office Chair,Technology,3090.56,16,0.0,Consumer,South
2024-01-17,P-0011,Office Chair,Technology,2897.4,15,0.0,Corporate,West
2024-01-18,P-0011,Office Chair,Technology,2511.08,13,0.0,Home Office,South
2024-01-19,P-0011,Office Chair,Technology,2259.97,13,0.1,Consumer,West
2024-01-20,P-0011,Office Chair,Technology,2511.08,13,0.0,Consumer,West
2024-01-21,P-0011,Office Chair,Technology,2897.4,15,0.0,Corporate,South
2024-01-22,P-0011,Office Chair,Technology,3090.56,16,0.0,Corporate,East
2024-01-23,P-0011,Office Chair,Technology,1699.81,11,0.2,Corporate,West
2024-01-24,P-0011,Office Chair,Technology,2511.08,13,0.0,Consumer,Central
2024-01-25,P-0011,Office Chair,Technology,2704.24,14,0.0,Consumer,East
2024-01-26,P-0011,Office Chair,Technology,1564.6,9,0.1,Consumer,East
2024-01-27,P-0011,Office Chair,Technology,2511.08,13,0.0,Consumer,West
2024-01-30,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,Central
2024-02-01,P-0011,Office Chair,Technology,3303.04,18,0.05,Consumer,Central
2024-02-02,P-0011,Office Chair,Technology,2897.4,15,0.0,Consumer,North
2024-02-03,P-0011,Office Chair,Technology,2897.4,15,0.0,Home Office,East
2024-02-04,P-0011,Office Chair,Technology,3283.72,17,0.0,Home Office,West
2024-02-05,P-0011,Office Chair,Technology,2317.92,15,0.2,Home Office,North
2024-02-06,P-0011,Office Chair,Technology,2607.66,15,0.1,Corporate,North
2024-02-07,P-0011,Office Chair,Technology,3283.72,17,0.0,Corporate,West
2024-02-08,P-0011,Office Chair,Technology,2317.92,12,0.0,Corporate,East
2024-02-09,P-0011,Office Chair,Technology,2008.86,13,0.2,Home Office,North
2024-02-11,P-0011,Office Chair,Technology,3090.56,16,0.0,Consumer,Central
2024-02-15,P-0011,Office Chair,Technology,1738.44,12,0.25,Home Office,West
2024-02-18,P-0011,Office Chair,Technology,2704.24,14,0.0,Home Office,West
2024-02-19,P-0011,Office Chair,Technology,3129.19,18,0.1,Consumer,South
2024-02-20,P-0011,Office Chair,Technology,2897.4,15,0.0,Corporate,West
2024-02-21,P-0011,Office Chair,Technology,2936.03,16,0.05,Corporate,North
2024-02-24,P-0011,Office Chair,Technology,2134.42,13,0.15,Corporate,West
2024-02-25,P-0011,Office Chair,Technology,3283.72,17,0.0,Home Office,East
2024-02-29,P-0011,Office Chair,Technology,3283.72,17,0.0,Home Office,North
2024-03-02,P-0011,Office Chair,Technology,2897.4,15,0.0,Home Office,South
2024-03-03,P-0011,Office Chair,Technology,4056.36,21,0.0,Home Office,East
2024-03-04,P-0011,Office Chair,Technology,3670.04,19,0.0,Corporate,Central
2024-03-08,P-0011,Office Chair,Technology,2936.03,19,0.2,Home Office,East
2024-03-11,P-0011,Office Chair,Technology,4037.04,22,0.05,Home Office,North
2024-03-12,P-0011,Office Chair,Technology,4249.52,22,0.0,Home Office,North
2024-03-13,P-0011,Office Chair,Technology,3670.04,19,0.0,Corporate,Central
2024-03-14,P-0011,Office Chair,Technology,3119.53,17,0.05,Corporate,Central
2024-03-15,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,East
2024-03-20,P-0011,Office Chair,Technology,3670.04,19,0.0,Consumer,South
2024-03-22,P-0011,Office Chair,Technology,2781.5,18,0.2,Consumer,North
2024-03-24,P-0011,Office Chair,Technology,2173.05,15,0.25,Corporate,West
2024-03-27,P-0011,Office Chair,Technology,4220.55,23,0.05,Home Office,West
2024-03-28,P-0011,Office Chair,Technology,4249.52,22,0.0,Home Office,North
2024-03-29,P-0011,Office Chair,Technology,3476.88,18,0.0,Consumer,North
2024-03-30,P-0011,Office Chair,Technology,4404.05,24,0.05,Corporate,South
2024-03-31,P-0011,Office Chair,Technology,2626.98,17,0.2,Home Office,Central
2024-04-01,P-0011,Office Chair,Technology,2897.4,15,0.0,Consumer,North
2024-04-02,P-0011,Office Chair,Technology,3863.2,25,0.2,Corporate,Central
2024-04-05,P-0011,Office Chair,Technology,5022.16,26,0.0,Corporate,North
2024-04-08,P-0011,Office Chair,Technology,2752.53,19,0.25,Consumer,North
2024-04-09,P-0011,Office Chair,Technology,4829.0,25,0.0,Home Office,Central
2024-04-10,P-0011,Office Chair,Technology,3476.88,20,0.1,Home Office,East
2024-04-11,P-0011,Office Chair,Technology,3612.09,22,0.15,Consumer,South
2024-04-13,P-0011,Office Chair,Technology,3332.01,23,0.25,Corporate,Central
2024-04-14,P-0011,Office Chair,Technology,3476.88,24,0.25,Corporate,North
2024-04-16,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,Central
2024-04-17,P-0011,Office Chair,Technology,3863.2,20,0.0,Consumer,Central
2024-04-18,P-0011,Office Chair,Technology,2897.4,20,0.25,Consumer,North
2024-04-20,P-0011,Office Chair,Technology,3283.72,17,0.0,Home Office,South
2024-04-21,P-0011,Office Chair,Technology,2955.35,17,0.1,Home Office,East
2024-04-23,P-0011,Office Chair,Technology,5022.16,26,0.0,Consumer,South
2024-04-24,P-0011,Office Chair,Technology,4635.84,24,0.0,Consumer,South
2024-04-25,P-0011,Office Chair,Technology,5408.48,28,0.0,Corporate,South
2024-04-26,P-0011,Office Chair,Technology,5215.32,27,0.0,Corporate,South
2024-04-27,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,North
2024-04-29,P-0011,Office Chair,Technology,3476.88,18,0.0,Corporate,South
2024-04-30,P-0011,Office Chair,Technology,3863.2,20,0.0,Home Office,Central
2024-05-02,P-0011,Office Chair,Technology,3042.27,21,0.25,Home Office,North
2024-05-05,P-0011,Office Chair,Technology,4249.52,22,0.0,Corporate,East
2024-05-08,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,East
2024-05-09,P-0011,Office Chair,Technology,3476.88,24,0.25,Corporate,West
2024-05-10,P-0011,Office Chair,Technology,3476.88,20,0.1,Home Office,Central
2024-05-11,P-0011,Office Chair,Technology,4442.68,23,0.0,Consumer,East
2024-05-12,P-0011,Office Chair,Technology,3476.88,18,0.0,Home Office,Central
2024-05-13,P-0011,Office Chair,Technology,3863.2,20,0.0,Corporate,South
2024-05-14,P-0011,Office Chair,Technology,2626.98,17,0.2,Home Office,East
2024-05-15,P-0011,Office Chair,Technology,5408.48,28,0.0,Home Office,North
2024-05-16,P-0011,Office Chair,Technology,4829.0,25,0.0,Consumer,South
2024-05-17,P-0011,Office Chair,Technology,4056.36,21,0.0,Consumer,West
2024-05-19,P-0011,Office Chair,Technology,3863.2,20,0.0,Home Office,West
2024-05-21,P-0011,Office Chair,Technology,4442.68,23,0.0,Consumer,South
2024-05-23,P-0011,Office Chair,Technology,2462.79,17,0.25,Consumer,East
2024-05-24,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,North
2024-05-25,P-0011,Office Chair,Technology,2897.4,20,0.25,Corporate,East
2024-05-28,P-0011,Office Chair,Technology,4172.26,24,0.1,Consumer,Central
2024-05-29,P-0011,Office Chair,Technology,4249.52,22,0.0,Consumer,East
2024-05-30,P-0011,Office Chair,Technology,4172.26,27,0.2,Corporate,Central
2024-05-31,P-0011,Office Chair,Technology,5794.8,30,0.0,Consumer,East
2024-06-01,P-0011,Office Chair,Technology,3119.53,19,0.15,Consumer,West
2024-06-02,P-0011,Office Chair,Technology,5022.16,26,0.0,Corporate,East
2024-06-04,P-0011,Office Chair,Technology,3776.28,23,0.15,Corporate,East
2024-06-05,P-0011,Office Chair,Technology,4442.68,23,0.0,Home Office,Central
2024-06-06,P-0011,Office Chair,Technology,4829.0,25,0.0,Home Office,East
2024-06-07,P-0011,Office Chair,Technology,3863.2,20,0.0,Corporate,West
2024-06-08,P-0011,Office Chair,Technology,3670.04,19,0.0,Corporate,West
2024-06-09,P-0011,Office Chair,Technology,3670.04,19,0.0,Consumer,Central
2024-06-10,P-0011,Office Chair,Technology,3554.14,23,0.2,Home Office,East
2024-06-11,P-0011,Office Chair,Technology,5022.16,26,0.0,Corporate,North
2024-06-13,P-0011,Office Chair,Technology,5022.16,26,0.0,Consumer,Central
2024-06-15,P-0011,Office Chair,Technology,4442.68,23,0.0,Corporate,East
2024-06-18,P-0011,Office Chair,Technology,3863.2,25,0.2,Home Office,South
2024-06-19,P-0011,Office Chair,Technology,2462.79,17,0.25,Consumer,Central
2024-06-20,P-0011,Office Chair,Technology,3129.19,18,0.1,Corporate,West
2024-06-21,P-0011,Office Chair,Technology,3476.88,18,0.0,Corporate,North
2024-06-22,P-0011,Office Chair,Technology,4249.52,22,0.0,Home Office,East
2024-06-26,P-0011,Office Chair,Technology,3399.62,22,0.2,Corporate,South
2024-06-28,P-0011,Office Chair,Technology,4829.0,25,0.0,Corporate,North
2024-06-29,P-0011,Office Chair,Technology,3612.09,22,0.15,Home Office,North
2023-07-01,P-0012,Standing Desk,Furniture,347.87,4,0.2,Home Office,West
2023-07-02,P-0012,Standing Desk,Furniture,652.26,6,0.0,Home Office,North
2023-07-03,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,South
2023-07-06,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,North
2023-07-07,P-0012,Standing Desk,Furniture,760.97,7,0.0,Consumer,South
2023-07-08,P-0012,Standing Desk,Furniture,543.55,5,0.0,Home Office,West
2023-07-11,P-0012,Standing Desk,Furniture,407.66,5,0.25,Corporate,West
2023-07-12,P-0012,Standing Desk,Furniture,434.84,4,0.0,Consumer,Central
2023-07-13,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,South
2023-07-14,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,Central
2023-07-15,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,South
2023-07-17,P-0012,Standing Desk,Furniture,543.55,5,0.0,Corporate,East
2023-07-21,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,Central
2023-07-22,P-0012,Standing Desk,Furniture,652.26,6,0.0,Home Office,North
2023-07-23,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,Central
2023-07-24,P-0012,Standing Desk,Furniture,543.55,5,0.0,Corporate,South
2023-07-25,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,South
2023-07-28,P-0012,Standing Desk,Furniture,489.19,5,0.1,Corporate,West
2023-07-31,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,North
2023-08-01,P-0012,Standing Desk,Furniture,570.73,7,0.25,Corporate,South
2023-08-02,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,North
2023-08-03,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,West
2023-08-04,P-0012,Standing Desk,Furniture,277.21,3,0.15,Corporate,West
2023-08-05,P-0012,Standing Desk,Furniture,587.03,6,0.1,Home Office,East
2023-08-07,P-0012,Standing Desk,Furniture,407.66,5,0.25,Home Office,South
2023-08-09,P-0012,Standing Desk,Furniture,543.55,5,0.0,Corporate,North
2023-08-10,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,South
2023-08-11,P-0012,Standing Desk,Furniture,462.02,5,0.15,Home Office,Central
2023-08-12,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,East
2023-08-13,P-0012,Standing Desk,Furniture,543.55,5,0.0,Home Office,Central
2023-08-14,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,Central
2023-08-15,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,North
2023-08-16,P-0012,Standing Desk,Furniture,516.37,5,0.05,Home Office,West
2023-08-17,P-0012,Standing Desk,Furniture,407.66,5,0.25,Home Office,Central
2023-08-18,P-0012,Standing Desk,Furniture,434.84,4,0.0,Consumer,West
2023-08-19,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,Central
2023-08-20,P-0012,Standing Desk,Furniture,619.65,6,0.05,Consumer,North
2023-08-21,P-0012,Standing Desk,Furniture,543.55,5,0.0,Corporate,North
2023-08-22,P-0012,Standing Desk,Furniture,434.84,4,0.0,Consumer,Central
2023-08-23,P-0012,Standing Desk,Furniture,434.84,4,0.0,Corporate,South
2023-08-24,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,Central
2023-08-25,P-0012,Standing Desk,Furniture,587.03,6,0.1,Home Office,North
2023-08-29,P-0012,Standing Desk,Furniture,760.97,7,0.0,Consumer,West
2023-08-30,P-0012,Standing Desk,Furniture,543.55,5,0.0,Home Office,South
2023-08-31,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,Central
2023-09-01,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,North
2023-09-02,P-0012,Standing Desk,Furniture,543.55,5,0.0,Home Office,East
2023-09-03,P-0012,Standing Desk,Furniture,489.19,6,0.25,Consumer,South
2023-09-04,P-0012,Standing Desk,Furniture,434.84,4,0.0,Consumer,West
2023-09-05,P-0012,Standing Desk,Furniture,760.97,7,0.0,Consumer,East
2023-09-06,P-0012,Standing Desk,Furniture,543.55,5,0.0,Home Office,East
2023-09-08,P-0012,Standing Desk,Furniture,489.19,5,0.1,Consumer,West
2023-09-10,P-0012,Standing Desk,Furniture,652.26,6,0.0,Corporate,North
2023-09-12,P-0012,Standing Desk,Furniture,760.97,7,0.0,Consumer,Central
2023-09-13,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,North
2023-09-15,P-0012,Standing Desk,Furniture,652.26,6,0.0,Home Office,East
2023-09-17,P-0012,Standing Desk,Furniture,646.82,7,0.15,Consumer,East
2023-09-19,P-0012,Standing Desk,Furniture,619.65,6,0.05,Home Office,Central
2023-09-20,P-0012,Standing Desk,Furniture,570.73,7,0.25,Corporate,North
2023-09-21,P-0012,Standing Desk,Furniture,462.02,5,0.15,Home Office,Central
2023-09-23,P-0012,Standing Desk,Furniture,543.55,5,0.0,Consumer,North
2023-09-25,P-0012,Standing Desk,Furniture,760.97,7,0.0,Corporate,East
2023-09-26,P-0012,Standing Desk,Furniture,760.97,7,0.0,Corporate,Central
2023-09-27,P-0012,Standing Desk,Furniture,869.68,8,0.0,Consumer,Central
2023-09-30,P-0012,Standing Desk,Furniture,646.82,7,0.15,Home Office,West
2023-10-01,P-0012,Standing Desk,Furniture,652.26,6,0.0,Consumer,Central
2023-10-02,P-0012,Standing Desk,Furniture,760.97,7,0.0,Corporate,Central
2023-10-03,P-0012,Standing Desk,Furniture,760.97,7,0.0,Consumer,West
2023-10-06,P-0012,Standing Desk,Furniture,760.97,7,0.0,Corporate,Central
2023-10-10,P-0012,Standing Desk,Furniture,587.03,6,0.1,Corporate,East
2023-10-13,P-0012,Standing Desk,Furniture,978.39,9,0.0,Corporate,West
