InvoiceNo,InvoiceDate,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
543096,25/01/2024 12:36,SKU0028,Lunch Container,8,49.27,13105,Spain
543097,26/01/2024 11:19,SKU0028,Lunch Container,11,49.27,18883,Germany
543098,27/01/2024 10:31,SKU0028,Lunch Container,8,49.27,12840,France
543099,31/01/2024 09:53,SKU0028,Lunch Container,8,49.27,13922,Spain
543100,02/02/2024 15:33,SKU0028,Lunch Container,12,49.27,15031,France
543101,03/02/2024 14:22,SKU0028,Lunch Container,10,49.27,14658,Ireland
543102,05/02/2024 14:52,SKU0028,Lunch Container,10,49.27,14720,Germany
543103,06/02/2024 11:14,SKU0028,Lunch Container,12,49.27,15259,France
543104,08/02/2024 09:25,SKU0028,Lunch Container,8,49.27,18245,Germany
543105,09/02/2024 17:13,SKU0028,Lunch Container,13,49.27,13993,Netherlands
543106,10/02/2024 18:45,SKU0028,Lunch Container,12,49.27,13535,United Kingdom
543107,11/02/2024 17:58,SKU0028,Lunch Container,12,49.27,15823,Spain
543108,12/02/2024 12:43,SKU0028,Lunch Container,11,49.27,14811,Germany
543109,13/02/2024 16:16,SKU0028,Lunch Container,11,49.27,14103,Belgium
543110,14/02/2024 11:25,SKU0028,Lunch Container,7,49.27,13174,Belgium
543111,15/02/2024 11:31,SKU0028,Lunch Container,11,49.27,14573,France
543112,16/02/2024 16:12,SKU0028,Lunch Container,7,49.27,12999,Spain
543113,18/02/2024 11:58,SKU0028,Lunch Container,10,49.27,19842,France
543114,20/02/2024 15:19,SKU0028,Lunch Container,11,49.27,17877,Belgium
543115,21/02/2024 17:49,SKU0028,Lunch Container,15,49.27,12071,United Kingdom
543116,22/02/2024 13:57,SKU0028,Lunch Container,11,49.27,13689,United Kingdom
543117,25/02/2024 18:46,SKU0028,Lunch Container,11,49.27,19155,Belgium
543118,27/02/2024 15:01,SKU0028,Lunch Container,12,49.27,16277,United Kingdom
543119,28/02/2024 14:12,SKU0028,Lunch Container,11,49.27,14187,Netherlands
543120,29/02/2024 18:59,SKU0028,Lunch Container,11,49.27,18423,Spain
543121,01/03/2024 13:58,SKU0028,Lunch Container,12,49.27,12934,Spain
543122,02/03/2024 13:10,SKU0028,Lunch Container,13,49.27,16787,Belgium
543123,03/03/2024 13:16,SKU0028,Lunch Container,12,49.27,13158,Belgium
543124,04/03/2024 11:20,SKU0028,Lunch Container,10,49.27,14766,Netherlands
543125,07/03/2024 15:14,SKU0028,Lunch Container,14,49.27,12848,Spain
543126,11/03/2024 08:25,SKU0028,Lunch Container,9,49.27,18711,Netherlands
543127,12/03/2024 15:10,SKU0028,Lunch Container,11,49.27,15352,Germany
543128,13/03/2024 16:20,SKU0028,Lunch Container,13,49.27,17550,Netherlands
543129,15/03/2024 15:28,SKU0028,Lunch Container,11,49.27,19593,United Kingdom
543130,16/03/2024 08:22,SKU0028,Lunch Container,8,49.27,16813,Germany
543131,17/03/2024 17:48,SKU0028,Lunch Container,13,49.27,15098,Netherlands
543132,19/03/2024 09:42,SKU0028,Lunch Container,12,49.27,17536,Ireland
543133,20/03/2024 13:18,SKU0028,Lunch Container,13,49.27,13671,United Kingdom
543134,21/03/2024 18:07,SKU0028,Lunch Container,14,49.27,18378,Spain
543135,22/03/2024 15:49,SKU0028,Lunch Container,12,49.27,13469,Germany
543136,23/03/2024 18:51,SKU0028,Lunch Container,11,49.27,13715,United Kingdom
543137,24/03/2024 13:19,SKU0028,Lunch Container,12,49.27,16291,Netherlands
543138,25/03/2024 11:20,SKU0028,Lunch Container,15,49.27,12143,Belgium
543139,26/03/2024 09:13,SKU0028,Lunch Container,10,49.27,12311,United Kingdom
543140,27/03/2024 08:12,SKU0028,Lunch Container,13,49.27,16914,Belgium
543141,28/03/2024 17:00,SKU0028,Lunch Container,13,49.27,13347,Germany
543142,29/03/2024 17:15,SKU0028,Lunch Container,13,49.27,15901,Germany
543143,02/04/2024 15:32,SKU0028,Lunch Container,13,49.27,14825,France
543144,03/04/2024 09:03,SKU0028,Lunch Container,12,49.27,18772,Ireland
543145,04/04/2024 12:51,SKU0028,Lunch Container,12,49.27,13368,Belgium
543146,05/04/2024 13:23,SKU0028,Lunch Container,9,49.27,18050,United Kingdom
543147,06/04/2024 08:55,SKU0028,Lunch Container,12,49.27,16213,Netherlands
543148,07/04/2024 14:44,SKU0028,Lunch Container,14,49.27,19244,Netherlands
543149,08/04/2024 14:35,SKU0028,Lunch Container,11,49.27,16734,France
543150,09/04/2024 10:37,SKU0028,Lunch Container,10,49.27,15650,Germany
543151,10/04/2024 17:45,SKU0028,Lunch Container,12,49.27,14513,Netherlands
543152,11/04/2024 16:35,SKU0028,Lunch Container,13,49.27,12338,Spain
543153,12/04/2024 12:27,SKU0028,Lunch Container,14,49.27,13659,Netherlands
543154,13/04/2024 18:36,SKU0028,Lunch Container,13,49.27,18714,Spain
543155,15/04/2024 17:55,SKU0028,Lunch Container,17,49.27,18556,Belgium
543156,16/04/2024 18:13,SKU0028,Lunch Container,12,49.27,16814,Ireland
543157,17/04/2024 08:18,SKU0028,Lunch Container,12,49.27,13025,United Kingdom
543158,19/04/2024 14:42,SKU0028,Lunch Container,15,49.27,13825,Netherlands
543159,20/04/2024 10:55,SKU0028,Lunch Container,15,49.27,17496,Netherlands
543160,21/04/2024 18:43,SKU0028,Lunch Container,14,49.27,18149,United Kingdom
543161,22/04/2024 14:02,SKU0028,Lunch Container,13,49.27,15007,Germany
543162,24/04/2024 11:21,SKU0028,Lunch Container,13,49.27,15177,Netherlands
543163,26/04/2024 16:21,SKU0028,Lunch Container,16,49.27,15341,United Kingdom
543164,27/04/2024 18:23,SKU0028,Lunch Container,10,49.27,13536,Ireland
543165,28/04/2024 09:36,SKU0028,Lunch Container,15,49.27,12540,Ireland
543166,29/04/2024 08:43,SKU0028,Lunch Container,16,49.27,19471,Spain
543167,01/05/2024 10:02,SKU0028,Lunch Container,18,49.27,15071,Spain
543168,02/05/2024 18:40,SKU0028,Lunch Container,12,49.27,14312,Germany
543169,05/05/2024 13:24,SKU0028,Lunch Container,14,49.27,15987,United Kingdom
543170,08/05/2024 18:59,SKU0028,Lunch Container,16,49.27,14931,Ireland
543171,11/05/2024 15:00,SKU0028,Lunch Container,16,49.27,12722,United Kingdom
543172,14/05/2024 18:10,SKU0028,Lunch Container,16,49.27,17656,Netherlands
543173,16/05/2024 15:34,SKU0028,Lunch Container,14,49.27,17827,Ireland
543174,17/05/2024 17:40,SKU0028,Lunch Container,14,49.27,18422,Spain
543175,18/05/2024 18:12,SKU0028,Lunch Container,9,49.27,13673,Germany
543176,19/05/2024 12:38,SKU0028,Lunch Container,20,49.27,16068,Belgium
543177,20/05/2024 08:17,SKU0028,Lunch Container,16,49.27,14638,France
543178,21/05/2024 16:56,SKU0028,Lunch Container,16,49.27,19152,United Kingdom
543179,23/05/2024 17:37,SKU0028,Lunch Container,16,49.27,19622,Netherlands
543180,25/05/2024 08:57,SKU0028,Lunch Container,18,49.27,16558,France
543181,26/05/2024 10:27,SKU0028,Lunch Container,16,49.27,18883,Netherlands
543182,27/05/2024 11:27,SKU0028,Lunch Container,13,49.27,18195,Spain
543183,28/05/2024 15:42,SKU0028,Lunch Container,15,49.27,19285,Ireland
543184,31/05/2024 17:51,SKU0028,Lunch Container,18,49.27,12261,Netherlands
543185,02/06/2024 11:59,SKU0028,Lunch Container,17,49.27,18461,Belgium
543186,03/06/2024 14:08,SKU0028,Lunch Container,13,49.27,17209,Germany
543187,04/06/2024 16:33,SKU0028,Lunch Container,18,49.27,15153,Ireland
543188,05/06/2024 15:55,SKU0028,Lunch Container,18,49.27,18542,Spain
543189,07/06/2024 09:22,SKU0028,Lunch Container,11,49.27,15944,Netherlands
543190,08/06/2024 13:25,SKU0028,Lunch Container,17,49.27,18311,Netherlands
543191,09/06/2024 11:10,SKU0028,Lunch Container,20,49.27,18496,Germany
543192,11/06/2024 13:17,SKU0028,Lunch Container,17,49.27,16086,France
543193,12/06/2024 09:25,SKU0028,Lunch Container,17,49.27,17965,Belgium
543194,13/06/2024 15:15,SKU0028,Lunch Container,16,49.27,16320,Germany
543195,14/06/2024 12:54,SKU0028,Lunch Container,17,49.27,18200,Belgium
543196,15/06/2024 09:04,SKU0028,Lunch Container,17,49.27,12675,France
543197,16/06/2024 09:04,SKU0028,Lunch Container,14,49.27,16256,Belgium
543198,18/06/2024 14:52,SKU0028,Lunch Container,16,49.27,15365,Spain
543199,19/06/2024 16:38,SKU0028,Lunch Container,19,49.27,19558,Spain
543200,20/06/2024 11:33,SKU0028,Lunch Container,16,49.27,19569,Ireland
543201,22/06/2024 12:17,SKU0028,Lunch Container,19,49.27,13633,United Kingdom
543202,23/06/2024 12:54,SKU0028,Lunch Container,17,49.27,15708,Netherlands
543203,25/06/2024 13:46,SKU0028,Lunch Container,20,49.27,17532,Netherlands
543204,26/06/2024 12:28,SKU0028,Lunch Container,21,49.27,19026,Germany
543205,27/06/2024 17:28,SKU0028,Lunch Container,20,49.27,13452,United Kingdom
543206,29/06/2024 12:30,SKU0028,Lunch Container,18,49.27,19306,Belgium
543207,01/07/2023 18:49,SKU0029,Water Bottle,13,2.75,18158,United Kingdom
543208,02/07/2023 10:41,SKU0029,Water Bottle,15,2.75,15822,Spain
543209,04/07/2023 08:07,SKU0029,Water Bottle,11,2.75,12981,Netherlands
543210,05/07/2023 08:04,SKU0029,Water Bottle,15,2.75,15508,United Kingdom
543211,06/07/2023 13:29,SKU0029,Water Bottle,12,2.75,14659,Netherlands
543212,07/07/2023 08:48,SKU0029,Water Bottle,19,2.75,13902,Belgium
543213,08/07/2023 12:26,SKU0029,Water Bottle,16,2.75,15963,United Kingdom
543214,11/07/2023 10:52,SKU0029,Water Bottle,18,2.75,18938,France
543215,13/07/2023 12:14,SKU0029,Water Bottle,11,2.75,17353,Netherlands
543216,16/07/2023 18:27,SKU0029,Water Bottle,19,2.75,12540,United Kingdom
543217,17/07/2023 17:00,SKU0029,Water Bottle,15,2.75,17359,Germany
543218,18/07/2023 08:06,SKU0029,Water Bottle,16,2.75,15462,Spain
543219,19/07/2023 13:32,SKU0029,Water Bottle,17,2.75,14787,Spain
543220,20/07/2023 17:39,SKU0029,Water Bottle,16,2.75,19622,Germany
543221,21/07/2023 17:59,SKU0029,Water Bottle,19,2.75,14302,Netherlands
543222,22/07/2023 11:37,SKU0029,Water Bottle,19,2.75,17014,Belgium
543223,23/07/2023 11:28,SKU0029,Water Bottle,19,2.75,13524,Netherlands
543224,25/07/2023 09:21,SKU0029,Water Bottle,16,2.75,17261,France
543225,28/07/2023 11:39,SKU0029,Water Bottle,20,2.75,17391,Spain
543226,30/07/2023 16:07,SKU0029,Water Bottle,18,2.75,18006,Ireland
543227,01/08/2023 11:01,SKU0029,Water Bottle,18,2.75,17460,Spain
543228,02/08/2023 09:08,SKU0029,Water Bottle,24,2.75,19092,Spain
543229,03/08/2023 13:36,SKU0029,Water Bottle,16,2.75,15135,Belgium
543230,04/08/2023 16:07,SKU0029,Water Bottle,18,2.75,15489,Germany
543231,05/08/2023 08:07,SKU0029,Water Bottle,22,2.75,17675,Spain
543232,06/08/2023 11:43,SKU0029,Water Bottle,18,2.75,13060,Belgium
543233,07/08/2023 17:50,SKU0029,Water Bottle,17,2.75,18782,France
543234,08/08/2023 15:45,SKU0029,Water Bottle,17,2.75,15337,Spain
543235,09/08/2023 10:23,SKU0029,Water Bottle,23,2.75,19066,United Kingdom
543236,11/08/2023 14:18,SKU0029,Water Bottle,29,2.75,13894,Spain
543237,12/08/2023 18:25,SKU0029,Water Bottle,17,2.75,18309,Germany
543238,13/08/2023 11:46,SKU0029,Water Bottle,19,2.75,14960,Netherlands
543239,15/08/2023 10:19,SKU0029,Water Bottle,10,2.75,14051,United Kingdom
543240,16/08/2023 14:29,SKU0029,Water Bottle,23,2.75,17979,Germany
543241,20/08/2023 15:58,SKU0029,Water Bottle,24,2.75,13122,Spain
543242,21/08/2023 09:32,SKU0029,Water Bottle,23,2.75,13402,Spain
543243,23/08/2023 14:13,SKU0029,Water Bottle,29,2.75,13096,Ireland
543244,24/08/2023 18:14,SKU0029,Water Bottle,22,2.75,19177,Germany
543245,25/08/2023 11:26,SKU0029,Water Bottle,22,2.75,15941,Germany
543246,26/08/2023 10:43,SKU0029,Water Bottle,20,2.75,14317,United Kingdom
543247,27/08/2023 08:52,SKU0029,Water Bottle,22,2.75,13057,Belgium
543248,29/08/2023 11:44,SKU0029,Water Bottle,22,2.75,17129,United Kingdom
543249,01/09/2023 09:58,SKU0029,Water Bottle,21,2.75,19553,United Kingdom
543250,02/09/2023 15:00,SKU0029,Water Bottle,23,2.75,13610,Ireland
543251,03/09/2023 11:29,SKU0029,Water Bottle,23,2.75,17263,Belgium
543252,04/09/2023 10:33,SKU0029,Water Bottle,26,2.75,12119,Belgium
543253,06/09/2023 17:09,SKU0029,Water Bottle,27,2.75,19985,Germany
543254,07/09/2023 13:27,SKU0029,Water Bottle,23,2.75,14764,United Kingdom
543255,11/09/2023 16:00,SKU0029,Water Bottle,20,2.75,16572,Spain
543256,12/09/2023 13:39,SKU0029,Water Bottle,26,2.75,14862,United Kingdom
543257,13/09/2023 08:03,SKU0029,Water Bottle,21,2.75,18615,Germany
543258,14/09/2023 18:54,SKU0029,Water Bottle,24,2.75,13554,France
543259,15/09/2023 15:08,SKU0029,Water Bottle,25,2.75,19480,Germany
543260,17/09/2023 16:44,SKU0029,Water Bottle,22,2.75,16612,Ireland
543261,18/09/2023 12:56,SKU0029,Water Bottle,27,2.75,15645,Germany
543262,19/09/2023 10:32,SKU0029,Water Bottle,25,2.75,14037,Belgium
543263,20/09/2023 09:49,SKU0029,Water Bottle,23,2.75,12060,France
543264,21/09/2023 12:41,SKU0029,Water Bottle,22,2.75,19120,France
543265,22/09/2023 11:39,SKU0029,Water Bottle,18,2.75,18512,Ireland
543266,24/09/2023 16:44,SKU0029,Water Bottle,22,2.75,14620,Netherlands
543267,25/09/2023 08:38,SKU0029,Water Bottle,16,2.75,19429,Netherlands
543268,26/09/2023 16:54,SKU0029,Water Bottle,20,2.75,17128,Germany
543269,27/09/2023 17:38,SKU0029,Water Bottle,21,2.75,14309,United Kingdom
543270,28/09/2023 12:56,SKU0029,Water Bottle,19,2.75,13234,Ireland
543271,30/09/2023 11:46,SKU0029,Water Bottle,32,2.75,19707,France
543272,04/10/2023 17:28,SKU0029,Water Bottle,24,2.75,14294,Netherlands
543273,07/10/2023 09:46,SKU0029,Water Bottle,28,2.75,14254,Netherlands
543274,09/10/2023 10:08,SKU0029,Water Bottle,28,2.75,13842,Spain
543275,10/10/2023 14:44,SKU0029,Water Bottle,28,2.75,12582,Spain
543276,12/10/2023 16:25,SKU0029,Water Bottle,23,2.75,14896,Ireland
543277,13/10/2023 16:58,SKU0029,Water Bottle,18,2.75,12897,Netherlands
543278,16/10/2023 16:42,SKU0029,Water Bottle,19,2.75,12305,Belgium
543279,22/10/2023 12:58,SKU0029,Water Bottle,21,2.75,14435,Ireland
543280,23/10/2023 12:57,SKU0029,Water Bottle,25,2.75,12152,Belgium
543281,26/10/2023 09:59,SKU0029,Water Bottle,32,2.75,16465,United Kingdom
543282,29/10/2023 16:00,SKU0029,Water Bottle,19,2.75,16980,Netherlands
543283,30/10/2023 18:36,SKU0029,Water Bottle,25,2.75,15747,Spain
543284,31/10/2023 16:54,SKU0029,Water Bottle,31,2.75,17220,Netherlands
543285,01/11/2023 09:46,SKU0029,Water Bottle,24,2.75,14302,United Kingdom
543286,03/11/2023 16:36,SKU0029,Water Bottle,17,2.75,13603,United Kingdom
543287,04/11/2023 17:14,SKU0029,Water Bottle,25,2.75,19641,Belgium
543288,06/11/2023 09:04,SKU0029,Water Bottle,21,2.75,19186,Belgium
543289,07/11/2023 18:20,SKU0029,Water Bottle,23,2.75,15347,United Kingdom
543290,08/11/2023 12:23,SKU0029,Water Bottle,27,2.75,16895,Ireland
543291,10/11/2023 18:29,SKU0029,Water Bottle,27,2.75,15259,Spain
543292,11/11/2023 09:24,SKU0029,Water Bottle,22,2.75,12470,Belgium
543293,12/11/2023 08:33,SKU0029,Water Bottle,17,2.75,17749,France
543294,13/11/2023 10:53,SKU0029,Water Bottle,14,2.75,15702,Spain
543295,14/11/2023 18:48,SKU0029,Water Bottle,26,2.75,18079,Belgium
543296,20/11/2023 13:14,SKU0029,Water Bottle,23,2.75,19966,United Kingdom
543297,22/11/2023 16:41,SKU0029,Water Bottle,28,2.75,17712,Germany
543298,25/11/2023 13:59,SKU0029,Water Bottle,34,2.75,15604,Netherlands
543299,28/11/2023 11:05,SKU0029,Water Bottle,20,2.75,13041,United Kingdom
543300,29/11/2023 11:22,SKU0029,Water Bottle,23,2.75,19733,Germany
543301,30/11/2023 15:45,SKU0029,Water Bottle,22,2.75,14461,United Kingdom
543302,01/12/2023 13:36,SKU0029,Water Bottle,23,2.75,19068,Germany
543303,03/12/2023 17:44,SKU0029,Water Bottle,20,2.75,14784,Germany
543304,04/12/2023 17:57,SKU0029,Water Bottle,24,2.75,17614,Netherlands
543305,05/12/2023 11:51,SKU0029,Water Bottle,23,2.75,15203,Germany
543306,06/12/2023 18:34,SKU0029,Water Bottle,18,2.75,13093,Belgium
543307,09/12/2023 15:03,SKU0029,Water Bottle,26,2.75,16509,France
543308,10/12/2023 08:31,SKU0029,Water Bottle,21,2.75,18545,United Kingdom
543309,12/12/2023 18:31,SKU0029,Water Bottle,20,2.75,13483,Germany
543310,14/12/2023 09:27,SKU0029,Water Bottle,18,2.75,18743,United Kingdom
543311,15/12/2023 18:48,SKU0029,Water Bottle,18,2.75,13000,United Kingdom
543312,17/12/2023 12:32,SKU0029,Water Bottle,22,2.75,12313,Netherlands
543313,18/12/2023 11:34,SKU0029,Water Bottle,17,2.75,12321,Ireland
543314,19/12/2023 12:25,SKU0029,Water Bottle,22,2.75,19727,Germany
543315,22/12/2023 09:50,SKU0029,Water Bottle,26,2.75,18230,France
543316,23/12/2023 09:29,SKU0029,Water Bottle,25,2.75,15358,Netherlands
543317,24/12/2023 16:20,SKU0029,Water Bottle,23,2.75,14240,Spain
543318,25/12/2023 10:29,SKU0029,Water Bottle,23,2.75,13568,Ireland
543319,26/12/2023 16:03,SKU0029,Water Bottle,23,2.75,17486,Ireland
543320,27/12/2023 17:36,SKU0029,Water Bottle,20,2.75,15190,Ireland
543321,29/12/2023 15:41,SKU0029,Water Bottle,21,2.75,17475,Belgium
543322,30/12/2023 13:55,SKU0029,Water Bottle,18,2.75,16350,France
543323,02/01/2024 17:02,SKU0029,Water Bottle,18,2.75,14381,United Kingdom
543324,04/01/2024 11:25,SKU0029,Water Bottle,15,2.75,13405,Germany
543325,06/01/2024 08:30,SKU0029,Water Bottle,14,2.75,14070,Spain
543326,07/01/2024 11:19,SKU0029,Water Bottle,25,2.75,18907,Spain
543327,08/01/2024 18:04,SKU0029,Water Bottle,18,2.75,18329,Netherlands
543328,10/01/2024 13:51,SKU0029,Water Bottle,17,2.75,13101,Belgium
543329,12/01/2024 10:23,SKU0029,Water Bottle,15,2.75,19165,Spain
543330,14/01/2024 10:35,SKU0029,Water Bottle,18,2.75,18546,Germany
543331,15/01/2024 15:26,SKU0029,Water Bottle,20,2.75,14244,France
543332,16/01/2024 16:47,SKU0029,Water Bottle,19,2.75,14941,Ireland
543333,18/01/2024 12:41,SKU0029,Water Bottle,18,2.75,12592,Spain
543334,20/01/2024 17:05,SKU0029,Water Bottle,16,2.75,15607,United Kingdom
543335,22/01/2024 18:33,SKU0029,Water Bottle,17,2.75,13923,France
543336,23/01/2024 18:22,SKU0029,Water Bottle,13,2.75,13340,Netherlands
543337,24/01/2024 09:29,SKU0029,Water Bottle,17,2.75,18945,Netherlands
543338,26/01/2024 08:26,SKU0029,Water Bottle,17,2.75,15885,Spain
543339,27/01/2024 08:06,SKU0029,Water Bottle,17,2.75,14044,Netherlands
543340,28/01/2024 10:15,SKU0029,Water Bottle,15,2.75,12638,United Kingdom
543341,29/01/2024 10:39,SKU0029,Water Bottle,15,2.75,12054,Netherlands
543342,30/01/2024 16:02,SKU0029,Water Bottle,22,2.75,18783,Netherlands
543343,31/01/2024 08:04,SKU0029,Water Bottle,17,2.75,15788,France
543344,02/02/2024 08:17,SKU0029,Water Bottle,17,2.75,14108,Belgium
543345,03/02/2024 18:48,SKU0029,Water Bottle,18,2.75,17173,France
543346,04/02/2024 09:43,SKU0029,Water Bottle,16,2.75,15677,Germany
543347,06/02/2024 14:40,SKU0029,Water Bottle,19,2.75,19736,Spain
543348,07/02/2024 18:41,SKU0029,Water Bottle,14,2.75,15381,Spain
543349,08/02/2024 11:53,SKU0029,Water Bottle,15,2.75,17044,Ireland
543350,09/02/2024 10:42,SKU0029,Water Bottle,20,2.75,13132,France
543351,11/02/2024 18:57,SKU0029,Water Bottle,15,2.75,19615,Ireland
543352,19/02/2024 11:53,SKU0029,Water Bottle,13,2.75,15875,Netherlands
543353,21/02/2024 12:25,SKU0029,Water Bottle,19,2.75,17329,France
543354,22/02/2024 14:05,SKU0029,Water Bottle,12,2.75,13894,Germany
543355,23/02/2024 17:31,SKU0029,Water Bottle,17,2.75,18507,Germany
543356,24/02/2024 17:45,SKU0029,Water Bottle,14,2.75,18613,United Kingdom
543357,25/02/2024 16:51,SKU0029,Water Bottle,15,2.75,15395,United Kingdom
543358,26/02/2024 15:33,SKU0029,Water Bottle,13,2.75,12676,Belgium
543359,27/02/2024 15:06,SKU0029,Water Bottle,13,2.75,14580,Netherlands
543360,28/02/2024 17:38,SKU0029,Water Bottle,12,2.75,13850,United Kingdom
543361,01/03/2024 16:58,SKU0029,Water Bottle,14,2.75,13014,France
543362,02/03/2024 10:45,SKU0029,Water Bottle,11,2.75,16869,France
543363,04/03/2024 10:27,SKU0029,Water Bottle,15,2.75,19694,Germany
543364,05/03/2024 17:02,SKU0029,Water Bottle,14,2.75,13169,Belgium
543365,07/03/2024 16:09,SKU0029,Water Bottle,14,2.75,13824,Germany
543366,08/03/2024 11:00,SKU0029,Water Bottle,10,2.75,19468,Germany
543367,09/03/2024 15:00,SKU0029,Water Bottle,13,2.75,18953,Belgium
543368,11/03/2024 10:13,SKU0029,Water Bottle,15,2.75,13423,Ireland
543369,12/03/2024 16:39,SKU0029,Water Bottle,12,2.75,19912,Belgium
543370,13/03/2024 14:23,SKU0029,Water Bottle,14,2.75,16554,France
543371,14/03/2024 08:18,SKU0029,Water Bottle,11,2.75,15076,France
543372,15/03/2024 15:27,SKU0029,Water Bottle,14,2.75,16402,Germany
543373,16/03/2024 08:56,SKU0029,Water Bottle,13,2.75,13256,Germany
543374,17/03/2024 14:42,SKU0029,Water Bottle,12,2.75,15346,United Kingdom
543375,20/03/2024 13:20,SKU0029,Water Bottle,12,2.75,17996,France
543376,21/03/2024 11:28,SKU0029,Water Bottle,8,2.75,12261,France
543377,23/03/2024 14:51,SKU0029,Water Bottle,9,2.75,15138,Ireland
543378,27/03/2024 11:01,SKU0029,Water Bottle,14,2.75,13976,Germany
543379,28/03/2024 16:49,SKU0029,Water Bottle,14,2.75,16794,Spain
543380,29/03/2024 14:10,SKU0029,Water Bottle,12,2.75,12478,United Kingdom
543381,31/03/2024 13:30,SKU0029,Water Bottle,11,2.75,13616,Netherlands
543382,03/04/2024 17:00,SKU0029,Water Bottle,10,2.75,19917,Ireland
543383,04/04/2024 09:41,SKU0029,Water Bottle,15,2.75,16202,Netherlands
543384,05/04/2024 13:18,SKU0029,Water Bottle,12,2.75,16624,Germany
543385,09/04/2024 17:23,SKU0029,Water Bottle,11,2.75,19878,Ireland
543386,10/04/2024 13:07,SKU0029,Water Bottle,13,2.75,12244,Belgium
543387,11/04/2024 12:24,SKU0029,Water Bottle,13,2.75,13803,Spain
543388,12/04/2024 11:16,SKU0029,Water Bottle,11,2.75,17427,Ireland
543389,13/04/2024 12:53,SKU0029,Water Bottle,11,2.75,16673,France
543390,14/04/2024 14:55,SKU0029,Water Bottle,14,2.75,14249,France
543391,16/04/2024 09:25,SKU0029,Water Bottle,14,2.75,15468,Germany
543392,17/04/2024 15:42,SKU0029,Water Bottle,15,2.75,14403,Belgium
543393,18/04/2024 11:29,SKU0029,Water Bottle,11,2.75,13002,Spain
543394,19/04/2024 18:45,SKU0029,Water Bottle,11,2.75,16392,Spain
543395,20/04/2024 16:01,SKU0029,Water Bottle,14,2.75,19125,Ireland
543396,22/04/2024 08:27,SKU0029,Water Bottle,15,2.75,12069,Germany
543397,24/04/2024 15:22,SKU0029,Water Bottle,12,2.75,14354,United Kingdom
543398,25/04/2024 11:50,SKU0029,Water Bottle,15,2.75,12209,Spain
543399,26/04/2024 15:36,SKU0029,Water Bottle,13,2.75,13146,Spain
543400,28/04/2024 08:52,SKU0029,Water Bottle,12,2.75,15809,Spain
543401,29/04/2024 08:17,SKU0029,Water Bottle,15,2.75,18782,France
543402,30/04/2024 15:40,SKU0029,Water Bottle,11,2.75,17622,Belgium
543403,01/05/2024 13:05,SKU0029,Water Bottle,12,2.75,15373,United Kingdom
543404,02/05/2024 13:56,SKU0029,Water Bottle,15,2.75,12946,Netherlands
543405,03/05/2024 14:26,SKU0029,Water Bottle,10,2.75,15200,Belgium
543406,04/05/2024 10:11,SKU0029,Water Bottle,11,2.75,12825,Belgium
543407,05/05/2024 18:48,SKU0029,Water Bottle,13,2.75,18710,Belgium
543408,06/05/2024 13:30,SKU0029,Water Bottle,15,2.75,16491,Netherlands
543409,07/05/2024 09:45,SKU0029,Water Bottle,10,2.75,12678,Ireland
543410,08/05/2024 18:40,SKU0029,Water Bottle,12,2.75,13938,Belgium
543411,12/05/2024 14:10,SKU0029,Water Bottle,15,2.75,12867,Belgium
543412,13/05/2024 14:50,SKU0029,Water Bottle,14,2.75,19834,Belgium
543413,14/05/2024 08:38,SKU0029,Water Bottle,11,2.75,19689,Netherlands
543414,15/05/2024 11:13,SKU0029,Water Bottle,12,2.75,18720,France
543415,16/05/2024 11:58,SKU0029,Water Bottle,15,2.75,18621,Ireland
543416,17/05/2024 17:58,SKU0029,Water Bottle,13,2.75,15220,Netherlands
543417,18/05/2024 16:04,SKU0029,Water Bottle,20,2.75,18217,United Kingdom
543418,20/05/2024 17:05,SKU0029,Water Bottle,13,2.75,19188,France
543419,21/05/2024 14:10,SKU0029,Water Bottle,13,2.75,16833,Netherlands
543420,22/05/2024 12:11,SKU0029,Water Bottle,11,2.75,14940,Netherlands
543421,23/05/2024 17:57,SKU0029,Water Bottle,17,2.75,16592,Netherlands
543422,24/05/2024 08:21,SKU0029,Water Bottle,19,2.75,14099,United Kingdom
543423,26/05/2024 12:13,SKU0029,Water Bottle,17,2.75,12049,France
543424,28/05/2024 10:57,SKU0029,Water Bottle,12,2.75,13874,Ireland
543425,29/05/2024 18:39,SKU0029,Water Bottle,18,2.75,12039,France
543426,02/06/2024 16:33,SKU0029,Water Bottle,11,2.75,16574,United Kingdom
543427,03/06/2024 17:14,SKU0029,Water Bottle,15,2.75,17415,Spain
543428,04/06/2024 08:56,SKU0029,Water Bottle,18,2.75,13038,France
543429,07/06/2024 13:24,SKU0029,Water Bottle,20,2.75,13856,Germany
543430,08/06/2024 17:10,SKU0029,Water Bottle,17,2.75,14816,France
543431,10/06/2024 09:04,SKU0029,Water Bottle,19,2.75,19898,United Kingdom
543432,12/06/2024 13:24,SKU0029,Water Bottle,23,2.75,13488,Netherlands
543433,14/06/2024 17:43,SKU0029,Water Bottle,17,2.75,16480,France
543434,15/06/2024 17:27,SKU0029,Water Bottle,14,2.75,17542,Spain
543435,16/06/2024 13:37,SKU0029,Water Bottle,14,2.75,16202,Netherlands
543436,17/06/2024 14:11,SKU0029,Water Bottle,16,2.75,19259,Belgium
543437,18/06/2024 16:12,SKU0029,Water Bottle,18,2.75,14831,Spain
